date,metric_0,metric_1,metric_2,metric_3,metric_4,metric_5,metric_6,metric_7,metric_8,metric_9,metric_10,metric_11,metric_12,metric_13,metric_14,metric_15,metric_16,metric_17,metric_18,metric_19,metric_20,metric_21,metric_22,metric_23,metric_24,metric_25,metric_26,metric_27,metric_28,metric_29,metric_30,metric_31,metric_32,metric_33,metric_34,metric_35,metric_36,metric_37,metric_38,metric_39,metric_40,metric_41,metric_42,metric_43,metric_44,metric_45,metric_46,metric_47,metric_48,metric_49,metric_50,metric_51
2022-02-25 00:13:58 UTC,7.9,46.1,40.0,1.0,0.0,0.0,30.2,30.0,0.0,17.2,1.0,0.0,16.0,25.5,8.0,0.0,8.0,0.0,0.0,8.0,1.0,46.1,40.0,35.0,0.0,96.5,8.0,8.0,0.0,0.0,0.0,0.0,44.6,110.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,180.0,1.0,0.0
2022-02-25 00:14:58 UTC,7.9,45.9,40.0,1.0,0.0,0.0,30.2,30.0,0.0,17.2,1.0,0.0,16.0,25.5,8.0,0.0,8.0,0.0,0.0,8.0,1.0,45.9,40.0,35.0,0.0,95.4,8.0,8.0,0.0,0.0,0.0,0.0,44.6,110.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,180.0,1.0,0.0
2022-02-25 00:15:58 UTC,7.9,45.6,40.0,1.0,0.0,0.0,30.2,30.0,0.0,17.2,1.0,0.0,16.0,25.5,8.0,0.0,8.0,0.0,0.0,8.0,1.0,45.6,40.0,35.0,0.0,94.2,8.0,8.0,0.0,0.0,0.0,0.0,44.6,110.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,180.0,1.0,0.0
2022-02-25 00:16:58 UTC,7.9,45.4,40.0,1.0,0.0,0.0,30.2,30.0,0.0,17.2,1.0,0.0,16.0,25.5,8.0,0.0,8.0,0.0,0.0,8.0,1.0,45.4,40.0,35.0,0.0,93.0,8.0,8.0,0.0,0.0,0.0,0.0,44.6,110.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,180.0,1.0,0.0
2022-02-25 00:17:58 UTC,7.9,45.1,40.0,1.0,0.0,0.0,30.1,30.0,0.0,17.2,1.0,0.0,16.0,25.5,8.0,0.0,8.0,0.0,0.0,8.0,1.0,45.1,40.0,35.0,0.0,91.9,8.0,8.0,0.0,0.0,0.0,0.0,44.6,110.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,180.0,1.0,0.0
2022-02-25 00:18:58 UTC,7.9,44.9,40.0,1.0,0.0,0.0,30.1,30.0,0.0,17.2,1.0,0.0,16.0,25.5,8.0,0.0,8.0,0.0,0.0,8.0,1.0,44.9,40.0,35.0,0.0,90.7,8.0,8.0,0.0,0.0,0.0,0.0,44.6,110.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,180.0,1.0,0.0
2022-02-25 00:19:58 UTC,7.9,44.7,40.0,1.0,0.0,0.0,30.0,30.0,0.0,17.2,1.0,0.0,16.0,25.6,8.0,0.0,8.0,0.0,0.0,8.0,1.0,44.7,40.0,35.0,0.0,89.5,8.0,8.0,0.0,0.0,0.0,0.0,44.6,110.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,180.0,1.0,0.0
2022-02-25 00:20:58 UTC,7.9,44.5,40.0,1.0,0.0,0.0,29.9,30.0,0.0,17.2,1.0,0.0,16.0,25.6,8.0,0.0,8.0,0.0,0.0,8.0,1.0,44.5,40.0,35.0,0.0,88.2,8.0,8.0,0.0,0.0,0.0,0.0,44.6,110.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,180.0,1.0,0.0
2022-02-25 00:21:58 UTC,7.9,44.3,40.0,1.0,0.0,0.0,29.9,30.0,0.0,17.2,1.0,0.0,16.0,25.6,8.0,0.0,8.0,0.0,0.0,8.0,1.0,44.3,40.0,35.0,0.0,87.0,8.0,8.0,0.0,0.0,0.0,0.0,44.5,110.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,180.0,1.0,0.0
2022-02-25 00:22:58 UTC,7.9,44.1,40.0,1.0,0.0,0.0,29.8,30.0,0.0,17.2,1.0,0.0,16.0,25.6,8.0,0.0,8.0,0.0,0.0,8.0,1.0,44.1,40.0,35.0,0.0,85.8,8.0,8.0,0.0,0.0,0.0,0.0,44.5,110.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,180.0,1.0,0.0
2022-02-25 00:23:58 UTC,7.8,43.9,40.0,1.0,0.0,0.0,29.8,30.0,0.0,17.2,1.0,0.0,16.0,25.6,8.0,0.0,8.0,0.0,0.0,8.0,1.0,43.9,40.0,35.0,0.0,84.7,8.0,8.0,0.0,0.0,0.0,0.0,44.6,110.0,99.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,180.0,1.0,0.0
